"Gene"
"FLJ43339"
"CDH23"
"LMCD1"
"PIM2"
"HAK"
"MGC26718"
"TAGLN"
"LOC652002"
"PSMD1"
"PBEF1"
"LOC339766"
"LOC653527"
"PLEK"
"CCDC71"
"C1orf186"
"TMEM185A"
"PWWP2"
"ACSM1"
"CDKN3"
"SCAND2"
"CAPN9"
"ZNF385"
"TNFAIP3"
"CPVL"
"ITGB6"
"CD86"
"TXNL2"
"JUND"
"SLC9A5"
"COL18A1"
"ST3GAL6"
"GHDC"
"PRRX1"
"MDM4"
"PROM2"
"HEYL"
"RBM28"
"VSIG2"
"GP1BB"
"LOC440498"
"C16orf61"
"ASPN"
"SLC24A1"
"APM-1"
"ZNF440"
"NCKAP1L"
"INSIG1"
"AIF1"
"UCHL1"
"PALLD"
"MGC17330"
"TUBB3"
"CALM1"
"TUBB2B"
"SHROOM2"
"HOXB5"
"LOC642795"
"C15orf28"
"MGMT"
"LOC647949"
"CTSH"
"LOC645212"
"CCRN4L"
"SH2B3"
"ICF45"
"LOC651309"
"EDG3"
"ZNF561"
"BDKRB1"
"C5AR1"
"SPHK1"
"LOC341651"
"LOC641710"
"Septin 4"
"RGS1"
"DENND2A"
"CLIC4"
"SLC26A5"
"DYNC1I1"
"JMY"
"CAT"
"LATS2"
"LOC440080"
"SLC6A16"
"ZNF816A"
"LAG3"
"NINJ2"
"LOC647648"
"AQP3"
"C5orf13"
"PSD3"
"CAPS"
"NMU"
"TMEM52"
"BCAT1"
"ATF7IP2"
"EVI1"
"LGALS1"
"SERINC2"
"EMP3"
"C6orf106"
"MYADM"
"MYO7A"
"PIGV"
"CD14"
"B4GALNT1"
"MACF1"
"SETD3"
"WNT7B"
"TGM2"
"VKORC1L1"
"PGLS"
"FLJ40473"
"C17orf53"
"TRPT1"
"COL3A1"
"FLJ43806"
"LOC652771"
"IVD"
"FLJ21687"
"GALNT4"
"CD163"
"PNMA1"
"BCL2L13"
"PLEKHA6"
"COCH"
"CBR4"
"GPR19"
"ALDH1L1"
"VCAN"
"LOC388610"
"CPT1C"
"ZDHHC14"
"C11orf24"
"PDXP"
"C21orf81"
"MYL6"
"KCNK12"
"ISL2"
"C10orf95"
"LOC648153"
"LOC647074"
"C14orf145"
"APOLD1"
"MSX2"
"MIA3"
"MGC3207"
"LOC644338"
"EGR1"
"CORO1C"
"TOLLIP"
"E2F1"
"ZFYVE20"
"ENTPD3"
"RASSF4"
"C5orf37"
"LOC641705"
"RAB15"
"COL6A3"
"POLR1B"
"BTBD8"
"KIAA1244"
"C6orf65"
"HAPLN4"
"MLL"
"SHROOM3"
"DAB2IP"
"FLJ16237"
"RAPGEFL1"
"ABHD14B"
"CASP8"
"SEC13"
"CTSK"
"FKBP5"
"STON2"
"FAM21B"
"SNRPB2"
"SH3YL1"
"KLHDC6"
"FHOD1"
"SNORD33"
"KRTAP5-10"
"BCOR"
"HSPA6"
"SLC29A4"
"S100A10"
"C4orf29"
"LOC642934"
"PAPSS2"
"LOC644907"
"LOC652837"
"CEBPB"
"MAST2"
"CENPA"
"C6orf173"
"MMEL1"
"GGT6"
"DTNA"
"PRRX2"
"AP1S2"
"LOC285407"
"GADD45B"
"ADAT1"
"MAP3K14"
"RAI14"
"ARHGAP26"
"TMCO4"
"STOM"
"LOC150356"
"ANKRD20A2"
"OR13A1"
"SLC29A3"
"FLJ38984"
"TMEM109"
"ID2"
"ESPL1"
"AKAP7"
"HOXD4"
"CDCA5"
"KCNJ8"
"PTPRU"
"MRPL42P5"
"IKZF2"
"ME1"
"SFRP1"
"ADIPOR2"
"SYT17"
"C1S"
"CYP26B1"
"KCNIP3"
"SLC25A19"
"KIAA1949"
"TMEM142C"
"DNAJC4"
"C16orf28"
"ATBF1"
"SCARF2"
"PLCL4"
"SYT11"
"HCK"
"C12orf24"
"IL9R"
"LOC645317"
"C10orf33"
"TSPAN31"
"TBX6"
"ABCC3"
"ZNF774"
"PLA2G4F"
"ABCC4"
"SLC16A10"
"CTLA4"
"KLHL3"
"PSMD2"
"REEP2"
"CCDC24"
"PHLPP"
"C10orf83"
"C15orf17"
"LOC400924"
"SOCS3"
"DDEF2"
"GALNT7"
"ACOXL"
"KCNQ1"
"DPH3"
"AIM1"
"MMP3"
"LOC648984"
"PDDC1"
"DKFZp686O24166"
"MT1X"
"SNX8"
"ZBED5"
"ABCD4"
"DKFZp451A211"
"LOX"
"XAGE-4"
"FAM3D"
"LOC401677"
"LOC387763"
"BCL3"
"COX17"
"FLNC"
"FILIP1L"
"LOC401648"
"TMEM136"
"ISLR"
"COL15A1"
"DHRS3"
"C9orf95"
"IGSF22"
"HOXB8"
"LOC404266"
"TEAD4"
"IQGAP3"
"EPN3"
"ZNF311"
"JUN"
"FLJ25996"
"ITGB1BP2"
"TRIM47"
"GSTO2"
"MGC4677"
"FPR1"
"C1QA"
"ENTPD1"
"MAPK12"
"ATP8B2"
"ADCY3"
"MTFMT"
"LY75"
"ZNF28"
"PTPN13"
"C14orf139"
"ERMAP"
"LOC730959"
"YWHAQ"
"CCL4"
"TCF4"
"ABLIM1"
"TNNC2"
"NDUFS6"
"RAD50"
"C6orf32"
"LOC642419"
"MOGAT2"
"PTK6"
"CYP2J2"
"EBI2"
"SNCG"
"FER1L4"
"LOC285033"
"FAHD1"
"RAD54L"
"SYT8"
"RNF122"
"CDCA2"
"LOC388237"
"PROC"
"HK3"
"NPC1"
"AP1G2"
"LRRC41"
"FCHSD2"
"LOC641693"
"TXNIP"
"ZNF215"
"TMEM178"
"LRP8"
"MPP2"
"DUOX1"
"AQP9"
"LOC650739"
"KIF2C"
"NAV2"
"LOC153561"
"TMEM154"
"FXYD3"
"KLF11"
"SYDE1"
"ACTG2"
"KIAA0802"
"CRY1"
"ID1"
"SMN1"
"WAS"
"CLIC2"
"ZNF434"
"SLA"
"ZNF485"
"DECR1"
"PSCD3"
"GFOD1"
"RICS"
"LBR"
"TMEM54"
"RELB"
"RCOR1"
"HR"
"C8orf42"
"SCHIP1"
"TNFAIP8L3"
"PRSS16"
"MT1M"
"PCF11"
"TFRC"
"NUDT3"
"SLC1A4"
"CKAP2L"
"PARP3"
"MGC40499"
"C1orf89"
"SLC22A18"
"ZNF608"
"FPRL2"
"HTRA3"
"CAPNS2"
"RBPMS2"
"TRIM29"
"TAPBPL"
"GJA7"
"YBX2"
"PSCDBP"
"HSD3B7"
"FLJ20105"
"HYPK"
"APOE"
"TSC22D3"
"IQCA"
"MELK"
"ENO2"
"C1orf24"
"SH3RF1"
"TPX2"
"BIN1"
"CUL1"
"ZADH2"
"LOC390637"
"ACCN3"
"ILDR1"
"DDI2"
"TM4SF1"
"ARHGEF10L"
"ZNF175"
"C3orf26"
"LCP2"
"SNAI1"
"RBMS1"
"LOH3CR2A"
"PDCD5"
"COL4A2"
"RXRA"
"FGD1"
"AGR2"
"MGC50722"
"MLSTD2"
"GDPD2"
"LOC644641"
"SLC7A4"
"SEC61G"
"CCL11"
"PDGFRB"
"PCSK5"
"PLEK2"
"PHLDA1"
"PAK6"
"AMT"
"CHD9"
"HBEGF"
"BLM"
"NCAPG"
"DTX1"
"FLJ21767"
"ALKBH8"
"RUNX3"
"ADAMTS2"
"C14orf50"
"KIAA0922"
"COPZ2"
"HES5"
"C13orf27"
"SEMA3A"
"CXorf6"
"LOC642648"
"SGK"
"LAMA4"
"CCL3"
"TCEB1"
"LOC731049"
"NPCDR1"
"PAQR8"
"MST1R"
"PLEKHC1"
"CEP55"
"LOC643903"
"IRAK1BP1"
"RFC4"
"LRRFIP2"
"C15orf40"
"GLI2"
"LOC152667"
"ASTN2"
"FTL"
"ICAM1"
"EXO1"
"CENPF"
"DIO2"
"TEX264"
"TAF10"
"AGXT2L2"
"CEBPG"
"RASSF6"
"PDLIM7"
"C9orf163"
"KRT13"
"IL6"
"PRKCDBP"
"RRAD"
"MTO1"
"PRDX1"
"FLJ35258"
"KCNAB2"
"TMEM144"
"GPR98"
"LOC652848"
"ZNF334"
"QSCN6"
"C11orf45"
"ST3GAL4"
"C14orf159"
"CDGAP"
"LOC731986"
"FBP1"
"PDLIM1"
"PIP5K2A"
"C1orf116"
"BLNK"
"IL10RA"
"PDIA5"
"APBB1IP"
"NUDT18"
"SLC22A13"
"EIF4A3"
"FCER1G"
"GAB2"
"CNP"
"IGBP1"
"LOC728411"
"LAD1"
"LOC729446"
"ELK1"
"C1orf162"
"LOC389791"
"EMP1"
"DKFZP686A01247"
"RPL37A"
"TULP3"
"BDH2"
"NFE2"
"SULT1A1"
"DBN1"
"LOC729843"
"GAS7"
"TRIM27"
"LOC641724"
"GMPS"
"POLQ"
"PURB"
"FXYD6"
"KCNMB4"
"CENTA2"
"PTPRS"
"TRIM56"
"RGS2"
