"Gene"
"OTUB2"
"BTBD14B"
"GNA14"
"SP5"
"PELI2"
"AOAH"
"RGS2"
"FBXL6"
"ZEB2"
"AP1S2"
"DSCR3"
"PLAGL1"
"ISCU"
"ESR1"
"CD14"
"KHSRP"
"CNN1"
"ETV4"
"CNKSR1"
"DDR2"
"ANXA5"
"FLJ10159"
"HOMER3"
"PROS1"
"EYA4"
"CYP27A1"
"ADH1B"
"ASPA"
"RHOJ"
"F10"
"U1SNRNPBP"
"C10orf56"
"FLJ22184"
"TMEM11"
"SYTL3"
"SDPR"
"LHFP"
"LOC92312"
"PGM5"
"TOX"
"LTBP4"
"GLI1"
"KLF9"
"OSBPL10"
"AXIN2"
"GPR162"
"GNG10"
"PTHR1"
"EGR1"
"MPP1"
"ST8SIA1"
"GPR172A"
"COPS4"
"MGP"
"IL10RA"
"CYP1B1"
"NTF3"
"SETBP1"
"GSK3B"
"PODXL2"
"CBX8"
"UBE2J2"
"PIAS4"
"UNG"
"DACT1"
"C14orf169"
"SCARF2"
"LGALS3"
"PDK4"
"CDKN1C"
"ANXA1"
"DDI2"
"FBXO46"
"SH3BGRL"
"RP11-529I10.4"
"CD209"
"NDN"
"CRYAB"
"TOMM40"
"DOCK11"
"ISLR"
"C19orf40"
"ETF1"
"DSE"
"KIAA1271"
"SLA"
"NOPE"
"RECK"
"SERPINE2"
"ITM2A"
"MS4A7"
"LOC730456"
"ZSWIM1"
"GPR177"
"AGMAT"
"LOXL3"
"MAPRE2"
"EGR2"
"BEST1"
"CLN6"
"EPB41L2"
"TAOK1"
"SNORD34"
"SNFT"
"CCDC71"
"DIXDC1"
"HSPA8"
"RERG"
"COL15A1"
"C14orf21"
"PAM"
"PRAC"
"TIGD5"
"LITAF"
"LY96"
"LOC162427"
"RORB"
"LOC727957"
"ZNF205"
"TMOD1"
"PRDM8"
"ATP8B2"
"PTGIS"
"TBX1"
"TUBB6"
"SHMT2"
"KPNA6"
"SERPING1"
"SETD1A"
"TFAP4"
"CA9"
"GSTM5"
"KIAA1737"
"CD86"
"C4orf31"
"CDK6"
"PDLIM3"
"GNG7"
"CAMK2N1"
"CD33"
"ZUBR1"
"ZNF213"
"SLFN11"
"SNCA"
"ADH1A"
"LOC641765"
"DCHS1"
"TGFBR2"
"NTNG2"
"FBLN5"
"PRKCB1"
"GULP1"
"GTF2IRD1"
"COL3A1"
"DOCK2"
"FAIM2"
"CCDC34"
"TARBP2"
"RCSD1"
"AOX1"
"SRGN"
"ACAT1"
"FASN"
"ATPBD3"
"DOHH"
"PRNP"
"CASP12"
"HLA-DRA"
"CCDC120"
"DZIP1"
"SNX2"
"FCER1A"
"PTGDS"
"GFRA2"
"CLEC3B"
"NEK6"
"HDC"
"C14orf139"
"MGC13114"
"F3"
"ZNF696"
"ATP13A2"
"NLRP3"
"FGF11"
"DGAT1"
"DPYSL3"
"GFPT2"
"CTSL1"
"PLS3"
"DNAJC5"
"PODN"
"LOC653562"
"DEGS1"
"LRFN3"
"ZDHHC14"
"FILIP1L"
"A2M"
"C1orf162"
"CPNE8"
"KCNMB1"
"HDAC8"
"DUSP26"
"HSD17B6"
"GSN"
"TNFRSF19"
"SBK1"
"TMEM176A"
"ATXN7L2"
"FAM20C"
"PTGS1"
"CLEC10A"
"LCP2"
"TRIM11"
"SLC37A4"
"C1orf93"
"GSTCD"
"ZNF768"
"WFDC1"
"C20orf151"
"C3"
"DLX3"
"SLC19A1"
"NBEA"
"ZNF793"
"NAT11"
"KIAA1644"
"C1QTNF7"
"ZNF264"
"DDX24"
"PARVG"
"RPS6KA2"
"IL7R"
"ADCY9"
"SH3BP5L"
"COL13A1"
"ARHGAP28"
"NAPG"
"PCTK3"
"SPARC"
"CNOT6"
"PFDN6"
"PROC"
"LRRC45"
"GAB3"
"METTL1"
"ANP32B"
"MAMDC2"
"ACACB"
"CAB39"
"DOCK10"
"MARVELD3"
"LOC642031"
"LOC283932"
"MNDA"
"PDDC1"
"SIRPA"
"PPAPDC3"
"CCL14"
"PAK4"
"C1QB"
"LRRK2"
"LIX1L"
"ATXN1"
"PAFAH1B3"
"DHX34"
"LGALS1"
"RBPMS2"
"PLEKHC1"
"CERK"
"LOC653524"
"C18orf24"
"ZDHHC23"
"RGS11"
"SH2B3"
"FXYD6"
"SLC6A8"
"SIM2"
"CUGBP2"
"MTP18"
"PRICKLE2"
"PIWIL4"
"DNASE1L3"
"ATP6V0E1"
"PLEK"
"UFD1L"
"ADCY4"
"PLA2G2F"
"CAV2"
"ZNF687"
"DDIT4L"
"MGC3196"
"CENTB1"
"MGC4172"
"KLHDC1"
"ARVCF"
"CC2D1A"
"LRFN5"
"C6orf65"
"AGRIN"
"PLCL2"
"HCST"
"CMAH"
"RIMBP2"
"KIAA0513"
"ZBTB16"
"OSR2"
"HIT-40"
"IRF8"
"JAZF1"
"NPAT"
"TNFAIP8L3"
"CWF19L2"
"ARHGAP9"
"PRPH"
"NFIX"
"MSRB3"
"EIF1B"
"LMO6"
"C19orf46"
"GABARAPL1"
"GAS7"
"FKBP2"
"NLGN1"
"CD8A"
"RABGGTA"
"LOC283683"
"SEC22A"
"ZAK"
"MT2A"
"DUSP1"
"RUNX3"
"DNAJC17"
"CD97"
"CUL7"
"ITGB2"
"SORBS1"
"MORG1"
"YY1"
"ANKRD25"
"FOS"
"LANCL1"
"SAMD10"
"MRPS18A"
"HCK"
"TSPYL1"
"NKD1"
"HSPB2"
"NAALAD2"
"C10orf89"
"DPY19L2"
"KCTD12"
"PPP2R3C"
"LAMA2"
"MTA2"
"CYTL1"
"KLRK1"
"GIMAP8"
"C8orf77"
"PI16"
"ZNF179"
"NCK1"
"SORBS2"
"PRR16"
"HLA-DQA1"
"ARL4C"
"FBLN2"
"AKT1S1"
"NOVA1"
"WDR79"
"CDAN1"
"PSCD4"
"PFKFB4"
"ADCK5"
"GZMH"
"TNS4"
"C7"
"PIK3R2"
"FCER1G"
"HCN3"
"PTP4A1"
"KIAA0367"
"NDUFS4"
"CDH17"
"POF1B"
"CYBB"
"STON1"
"JAM2"
"TNFSF12"
"DNASE1"
"GATA5"
"ZNF668"
"SLC24A3"
"PGM2L1"
"LOC55565"
"TRIM25"
"ZNHIT4"
"DSTN"
"ANPEP"
"DKK3"
"SLC39A4"
"LEPREL2"
"MGC70924"
"C1orf21"
"LOC642250"
"CTSG"
"LILRA2"
"MYLK"
"SNHG3-RCC1"
"ABCB8"
"C8orf4"
"C2orf40"
"SYNPO2"
"SLC35C2"
"PUS1"
"CCL2"
"CD6"
"LMOD1"
"FKBP4"
"BHMT2"
"ANKRD5"
"STX11"
"EVI2A"
"MYOM1"
"PIP5K1A"
"AP3S1"
"BRP44L"
"PLSCR4"
"TRPV2"
"LOC440456"
"CREB5"
"ABCG1"
"ZNF485"
"SFRP2"
"GIT1"
"OTUD1"
"MEF2C"
"C1QC"
"FLAD1"
"HLA-DRB4"
"PROM1"
"ZNF25"
"FAM109A"
"PEX10"
"SUV39H1"
"ABCB4"
"ANGPTL2"
"MFAP5"
"PSCDBP"
"IGFBP5"
"LOC400464"
"ITK"
"CCL4"
"LOC387763"
"GNB4"
"EOMES"
"P2RX7"
"PITX2"
"BMP5"
"PDZRN3"
"LRRC33"
"PDE2A"
"PKM2"
"BMP4"
"ZSWIM4"
"C8orf72"
"LRRC3B"
"SSFA2"
"SMUG1"
"PDPN"
"CATSPER1"
"CHSY-2"
"CABP4"
"CCNT1"
"IL16"
"GTPBP2"
"KDELC2"
"TCEAL7"
"USP21"
"CD163"
"CRY2"
"C1QL1"
"PGCP"
"UBXD3"
"LEPREL1"
"ZFP36"
"FLJ35258"
"ZDHHC24"
"NDUFB6"
"NFIL3"
"ZNF432"
"LOC441528"
"JAK1"
"SFRP1"
"DQX1"
"IQGAP1"
"CD302"
"ADAM19"
"DES"
"C6orf97"
"LOC401115"
"TPST1"
"SSBP2"
"ENPP6"
"ANKRD35"
"P2RX1"
"COPZ2"
"PRKCDBP"
"CD48"
"NAV3"
"SLC43A3"
"HIC1"
"FLJ31951"
"SH3GL2"
"ZNF792"
"RPS27A"
"TOP3B"
"OAZ3"
"LOC727882"
"FLJ20674"
"B3GALT2"
"GPRASP2"
"ZFAND1"
"IGFBP6"
"NT5DC2"
"KLHL13"
"ZSCAN2"
"C9orf163"
"TWIST1"
"EFEMP1"
"MARK2"
"WIPF1"
"COL4A3"
"C12orf52"
"NMRAL1"
"PPAP2B"
"RPL36AL"
"DMN"
"ACTN1"
"GRASP"
"LIFR"
"ZFHX4"
"JAK2"
"SNORD46"
"DIRAS3"
"C19orf25"
"PPFIA2"
"BNC2"
"TNPO1"
"LOC653904"
"CCDC102A"
"SNORD15B"
"PQLC3"
"ATP1A2"
"ALDH1A2"
"NFU1"
"MGC15523"
"EEF1B2"
"PDIA3P"
"KCNJ8"
"STX18"
"WAS"
"PCP4"
"UHMK1"
"IER5L"
"TMEM100"
"SPAG4"
"GIMAP4"
"GPR34"
"DDX49"
"TUBG1"
"HIG2"
"APOL1"
"SEZ6L2"
"NAT9"
"REEP2"
"TXNDC13"
"INMT"
"RAC3"
"CHAF1A"
"PCAF"
"LOC285033"
"KIAA0247"
"HLF"
"IGJ"
"TMEM44"
"GLI2"
"TPM1"
"RRAD"
"APOD"
"POLR3GL"
"EPB41L3"
"ARID3B"
"KIF2A"
"DCTN6"
"FAM117A"
"KIAA1274"
"GIMAP1"
"PPP3CC"
"FSTL1"
"PLEKHH2"
"SEMA3E"
"RPS4X"
"APCDD1"
"SEMA3A"
"LPPR4"
"PDZD4"
"ZNF646"
"KIFAP3"
"LOC648153"
"LRP1"
"ZNF784"
"DPYD"
"P2RY13"
"KLF13"
"ITGAL"
"COL14A1"
"FLJ21687"
"B2M"
"DNAJB6"
"LOC112703"
"RAMP1"
"RPP40"
"MYADM"
"CGRRF1"
"GPR171"
"AP2A1"
"AMOT"
"GNE"
"ZFP14"
"MT1A"
"HARS2"
"SLC25A25"
"CHN1"
"ZSCAN16"
"LOC387856"
"TCF7L1"
"PCDH18"
"TTLL7"
"GPT2"
"UBLCP1"
"C13orf34"
"KCNIP3"
"FCGR2B"
"KATNB1"
"ZNF341"
"GTPBP5"
"SGCA"
"FAM102B"
"YIPF2"
"FAM46C"
"GANAB"
"C19orf48"
"RBM24"
"RUNX1T1"
"FLJ30092"
"HLA-DPB1"
"MGC2408"
"ZNF431"
"PAFAH1B1"
"EDNRB"
"CD7"
"LOC648570"
"SOX4"
"C10orf72"
"ZNF606"
"MEN1"
"LILRB3"
"MRPS15"
"VCAM1"
"C20orf132"
"ATP5J"
"CCL5"
"CX3CL1"
"BRD4"
"HLA-DMB"
"GNL3L"
"PPFIA4"
"RSU1"
"PRR12"
"ARHGAP15"
"PLEKHO1"
"TBC1D10C"
"LOC647954"
"CGNL1"
"C2orf44"
"DACT3"
"MPST"
"FPRL2"
"SAMD4B"
"OAT"
"Kua"
"KIAA1913"
"APIP"
"TNK1"
"ZFP106"
"KIAA0495"
"ENPP2"
"GLIS3"
"SCN4B"
"PPAP2A"
"CCDC98"
"RNF123"
"ZNF565"
"ACTC1"
"MYO1G"
"TBRG4"
"KIAA0143"
"ZC3H3"
"PDE4D"
"RNF130"
"CTSF"
"MYL6"
"THBS2"
"DARC"
"LY86"
"CORO1B"
"NXPH3"
"FLJ10246"
"CACHD1"
"GFI1"
"MMP2"
"CENPO"
"LOC649150"
"DSCR6"
"SKP2"
"CTNNAL1"
"CDC14B"
"KIAA1666"
"MGC45491"
"BCL7C"
"LMBR1"
"SMARCC2"
"SERPINA3"
"CYR61"
