geneName	GSM340537	GSM340538	GSM340539	GSM340540	GSM340541	GSM340542	GSM340543	GSM340544	GSM340545	GSM340546
ETS1	3717.19846017909	6080.60854529659	4451.26599690673	4904.87277411913	5442.29709453931	4904.87277411913	4096	4737.79480127606	5556.65132522566	5955.47143094399
ETV3	439.58550345613	367.092543492052	445.721888407616	439.58550345613	2194.99205127433	278.204124806671	445.721888407616	254.231678831881	526.394279247906	962.071295195148
FAIM3	491.143229094535	445.721888407616	497.99933307509	508.463357663762	621.667780810264	1991.99733230036	372.216964433999	263.197139623953	390.722357493903	396.176638346852
FAM124B	248.999666537545	210.839300420499	167.73035569387	176.069352721887	140.069593761375	533.742469550654	227.543726378642	487.750654998496	159.786310259406	174.853152864563
FASLG	157.586484908149	254.231678831881	163.143760296866	166.571757496567	160.897711938794	158.68258559219	135.298309191857	126.23778617515	168.897012578931	158.68258559219
FBXL8	129.786813413124	237.206543843935	167.73035569387	221.321531214813	176.069352721887	270.596618383713	222.860944203808	141.043854832206	191.340703825272	188.706459813261
FCER1A	613.109096764891	744.433928867999	467.881702517453	497.99933307509	421.678600840998	143.012753673244	879.171006912259	504.9511447006	1562.88942997561	306.554548382446
FCER2	155.416945202566	148.056087539877	172.445897838808	148.056087539877	170.071784204353	372.216964433999	200.853529061568	157.586484908149	159.786310259406	153.277274191223
FCGR2B	202.250575837025	306.554548382446	181.019335983756	222.860944203808	190.019017040518	227.543726378642	349.706305729125	294.066778879241	225.971967050408	215.269482304951
FCGR3B	167.73035569387	206.500290360864	195.361178746952	205.073888662943	209.382926990792	333.143514993135	248.999666537545	242.190757561753	186.108482217	194.011720513331
FCN1	321.795423877588	330.842324643198	216.766799964807	254.231678831881	205.073888662943	680.287136817414	916.505672630244	209.382926990792	216.766799964807	280.139187522749
