geneName	GSM340605	GSM340606	GSM340607	GSM340608	GSM340609	GSM340610	GSM340611	GSM340615	GSM340616	GSM340617	GSM340619	GSM340621	GSM340622	GSM340624	GSM340625	GSM340626	GSM340627	GSM340629	GSM340631	GSM340632	GSM340635	GSM340637	GSM340638	GSM340639	GSM340640	GSM340641	GSM340642	GSM340643	GSM340644	GSM340645	GSM340646	GSM340647	GSM340649	GSM340650	GSM340651	GSM340652	GSM340655	GSM340656	GSM340657	GSM340658	GSM340659	GSM340661	GSM340662	GSM340663	GSM340664	GSM340666	GSM340667	GSM340668	GSM340669	GSM340670	GSM340671	GSM340675	GSM340676	GSM340679	GSM340680	GSM340681	GSM340682	GSM340683	GSM340685	GSM340686	GSM340687	GSM340688	GSM340689	GSM340690	GSM340691	GSM340692	GSM340695	GSM340698	GSM340699	GSM340703	GSM340707	GSM340708	GSM340710	GSM340711	GSM340713	GSM340716	GSM340717	GSM340719	GSM340722	GSM340724	GSM340726	GSM340730	GSM340734	GSM340735	GSM340736	GSM340737	GSM340738	GSM340739	GSM340740	GSM340741	GSM340742	GSM340743	GSM340744	GSM340748	GSM340749	GSM340750	GSM340751	GSM340752	GSM340753	GSM340754	GSM340755	GSM340756	GSM340768
IL1B	137.187003204645	190.019017040518	556.408249613341	156.497955544585	168.897012578931	256	184.82293702688	153.277274191223	215.269482304951	254.231678831881	122.785807273634	333.143514993135	1060.11128201357	159.786310259406	159.786310259406	145.009137317862	199.466132393088	304.437021440697	142.024892424684	191.340703825272	202.250575837025	257.78062081452	699.41261145825	1016.92671532752	1428.21751434282	308.686803888835	530.055641006786	147.03338943962	159.786310259406	250.731596182253	156.497955544585	152.218510720348	592.224350159507	765.362815301089	415.873226934392	198.088319173426	1478.58349621504	321.795423877588	230.720118428372	156.497955544585	304.437021440697	337.794025157861	187.40296908104	224.411064656905	254.231678831881	205.073888662943	174.853152864563	149.085899067962	143.012753673244	203.657339841259	158.68258559219	401.707058123136	613.109096764891	163.143760296866	163.143760296866	407.314679682518	286.025507346488	210.839300420499	149.085899067962	340.143568408707	2503.96728871335	139.102062403335	1184.44870031901	142.024892424684	181.019335983756	153.277274191223	195.361178746952	203.657339841259	222.860944203808	162.016844028196	190.019017040518	268.727471007505	867.067199859228	421.678600840998	213.782507373663	162.016844028196	154.343401944417	826.001161443457	2418.67297060768	157.586484908149	171.254727012622	694.581415653208	359.537888188927	278.204124806671	302.33412132596	134.363735503753	176.069352721887	218.274532292597	393.440046409731	171.254727012622	634.730342368761	385.343167337233	219.792751728065	155.416945202566	276.282428545133	186.108482217	174.853152864563	240.517823798787	149.085899067962	442.643062429627	491.143229094535	252.4755723503	158.68258559219
IL1RL1	115.360059214186	116.162451880597	121.095378780876	121.937663749624	121.937663749624	116.162451880597	122.785807273634	122.785807273634	137.187003204645	120.258911899394	111.430472101904	116.970425629363	119.428222916711	112.985983525204	123.63985010238	122.785807273634	123.63985010238	113.771863189321	112.985983525204	118.603271921967	115.360059214186	117.784019279984	121.937663749624	127.115839415941	123.63985010238	121.937663749624	112.205532328452	121.937663749624	112.985983525204	115.360059214186	118.603271921967	131.598569811977	120.258911899394	113.771863189321	131.598569811977	124.499833268773	109.896375864033	125.365798091127	122.785807273634	119.428222916711	128.89031040726	112.985983525204	109.896375864033	124.499833268773	112.985983525204	120.258911899394	117.784019279984	115.360059214186	128	116.162451880597	120.258911899394	116.162451880597	149.085899067962	125.365798091127	127.115839415941	114.56320907878	115.360059214186	114.56320907878	120.258911899394	121.095378780876	124.499833268773	116.162451880597	120.258911899394	129.786813413124	110.660765607407	118.603271921967	123.63985010238	128	119.428222916711	118.603271921967	114.56320907878	118.603271921967	131.598569811977	127.115839415941	106.891253686831	121.095378780876	120.258911899394	126.23778617515	111.430472101904	122.785807273634	120.258911899394	125.365798091127	120.258911899394	116.162451880597	132.513910251696	121.095378780876	122.785807273634	122.785807273634	118.603271921967	120.258911899394	122.785807273634	119.428222916711	116.970425629363	116.970425629363	110.660765607407	121.095378780876	112.985983525204	114.56320907878	119.428222916711	112.985983525204	114.56320907878	124.499833268773	120.258911899394
IL21	116.162451880597	119.428222916711	128	138.141214272567	131.598569811977	139.102062403335	128	121.095378780876	131.598569811977	116.162451880597	129.786813413124	110.660765607407	122.785807273634	118.603271921967	137.187003204645	125.365798091127	121.095378780876	127.115839415941	126.23778617515	132.513910251696	107.634741152475	128	116.162451880597	134.363735503753	132.513910251696	137.187003204645	122.785807273634	125.365798091127	122.785807273634	134.363735503753	118.603271921967	111.430472101904	119.428222916711	114.56320907878	128	115.360059214186	114.56320907878	128.89031040726	131.598569811977	117.784019279984	142.024892424684	131.598569811977	136.23938335403	116.970425629363	128.89031040726	125.365798091127	127.115839415941	117.784019279984	123.63985010238	128.89031040726	130.689552090521	116.162451880597	142.024892424684	132.513910251696	119.428222916711	137.187003204645	124.499833268773	133.435617387664	120.258911899394	119.428222916711	122.785807273634	131.598569811977	123.63985010238	121.095378780876	141.043854832206	132.513910251696	135.298309191857	130.689552090521	129.786813413124	121.095378780876	141.043854832206	126.23778617515	132.513910251696	128.89031040726	126.23778617515	128.89031040726	116.162451880597	137.187003204645	129.786813413124	117.784019279984	123.63985010238	136.23938335403	132.513910251696	139.102062403335	137.187003204645	116.970425629363	115.360059214186	128	127.115839415941	122.785807273634	120.258911899394	141.043854832206	132.513910251696	119.428222916711	126.23778617515	128	139.102062403335	122.785807273634	127.115839415941	143.012753673244	131.598569811977	125.365798091127	131.598569811977
IL26	1105.12971418053	3350.12683185267	222.860944203808	247.279700204761	265.027820503393	284.049784849368	270.596618383713	278.204124806671	252.4755723503	284.049784849368	410.147777325886	248.999666537545	300.245747003361	288.014972080335	245.571614547268	292.035511262316	364.55685007285	317.365171184381	315.172969816299	270.596618383713	296.112175079754	206.500290360864	433.533599929614	268.727471007505	256	280.139187522749	218.274532292597	352.138705443775	292.035511262316	233.940851258727	178.527189292852	265.027820503393	263.197139623953	272.47876670806	233.940851258727	268.727471007505	232.324903761193	250.731596182253	292.035511262316	284.049784849368	270.596618383713	216.766799964807	229.126418157561	219.792751728065	308.686803888835	342.509454025245	263.197139623953	300.245747003361	233.940851258727	218.274532292597	407.314679682518	385.343167337233	259.573626826247	243.875327499248	225.971967050408	210.839300420499	229.126418157561	252.4755723503	424.611607456994	235.568038559968	306.554548382446	349.706305729125	286.025507346488	310.833890405132	427.565014747325	321.795423877588	233.940851258727	219.792751728065	230.720118428372	257.78062081452	252.4755723503	221.321531214813	235.568038559968	213.782507373663	272.47876670806	288.014972080335	270.596618383713	274.374006409291	210.839300420499	225.971967050408	203.657339841259	235.568038559968	321.795423877588	259.573626826247	357.054378585704	230.720118428372	317.365171184381	252.4755723503	233.940851258727	382.681407650544	1038.29450730499	324.033688056392	230.720118428372	259.573626826247	240.517823798787	247.279700204761	294.066778879241	280.139187522749	259.573626826247	276.282428545133	276.282428545133	280.139187522749	324.033688056392
IL2RA	133.435617387664	134.363735503753	195.361178746952	150.122873501681	195.361178746952	176.069352721887	149.085899067962	153.277274191223	166.571757496567	179.768944094464	142.024892424684	132.513910251696	147.03338943962	142.024892424684	163.143760296866	143.012753673244	174.853152864563	171.254727012622	139.102062403335	147.03338943962	155.416945202566	141.043854832206	158.68258559219	152.218510720348	160.897711938794	159.786310259406	158.68258559219	134.363735503753	145.009137317862	158.68258559219	159.786310259406	133.435617387664	191.340703825272	280.139187522749	152.218510720348	145.009137317862	176.069352721887	184.82293702688	199.466132393088	190.019017040518	137.187003204645	165.421162321599	160.897711938794	162.016844028196	152.218510720348	155.416945202566	151.16706066298	131.598569811977	147.03338943962	151.16706066298	148.056087539877	153.277274191223	218.274532292597	171.254727012622	157.586484908149	164.278514888052	140.069593761375	132.513910251696	141.043854832206	148.056087539877	335.460711387741	145.009137317862	184.82293702688	158.68258559219	164.278514888052	157.586484908149	165.421162321599	143.012753673244	158.68258559219	153.277274191223	148.056087539877	171.254727012622	183.546271746026	166.571757496567	158.68258559219	155.416945202566	166.571757496567	188.706459813261	210.839300420499	127.115839415941	173.645353913302	137.187003204645	138.141214272567	142.024892424684	158.68258559219	151.16706066298	148.056087539877	265.027820503393	172.445897838808	181.019335983756	184.82293702688	205.073888662943	168.897012578931	163.143760296866	157.586484908149	144.007486040168	144.007486040168	199.466132393088	143.012753673244	158.68258559219	140.069593761375	155.416945202566	137.187003204645
IL2RB	221.321531214813	418.765853981584	1067.48493910131	205.073888662943	243.875327499248	347.290707826604	259.573626826247	300.245747003361	252.4755723503	270.596618383713	224.411064656905	206.500290360864	256	205.073888662943	182.278425036425	200.853529061568	196.720023204866	302.33412132596	247.279700204761	237.206543843935	280.139187522749	328.557029776103	229.126418157561	556.408249613341	274.374006409291	207.936613467196	352.138705443775	178.527189292852	272.47876670806	333.143514993135	243.875327499248	337.794025157861	404.501151674049	608.874042881393	328.557029776103	206.500290360864	310.833890405132	312.995911089169	588.133557758482	227.543726378642	401.707058123136	604.66824265192	252.4755723503	421.678600840998	222.860944203808	183.546271746026	222.860944203808	148.056087539877	225.971967050408	388.023441026662	268.727471007505	219.792751728065	442.643062429627	404.501151674049	240.517823798787	369.645874053759	288.014972080335	278.204124806671	268.727471007505	975.501309996992	709.176047672794	240.517823798787	487.750654998496	200.853529061568	286.025507346488	238.856445833423	349.706305729125	212.305803728497	897.64425862762	418.765853981584	240.517823798787	418.765853981584	213.782507373663	212.305803728497	296.112175079754	250.731596182253	274.374006409291	600.491494006722	552.564857090267	247.279700204761	265.027820503393	451.943934100815	248.999666537545	342.509454025245	315.172969816299	212.305803728497	278.204124806671	374.80593816208	340.143568408707	461.440236856745	292.035511262316	284.049784849368	765.362815301089	250.731596182253	519.147253652495	259.573626826247	302.33412132596	347.290707826604	210.839300420499	410.147777325886	265.027820503393	286.025507346488	237.206543843935
IL3	132.513910251696	148.056087539877	140.069593761375	163.143760296866	142.024892424684	139.102062403335	146.017755631158	135.298309191857	135.298309191857	142.024892424684	139.102062403335	140.069593761375	158.68258559219	147.03338943962	154.343401944417	141.043854832206	150.122873501681	145.009137317862	135.298309191857	134.363735503753	141.043854832206	125.365798091127	154.343401944417	137.187003204645	164.278514888052	155.416945202566	147.03338943962	149.085899067962	141.043854832206	143.012753673244	142.024892424684	140.069593761375	126.23778617515	148.056087539877	138.141214272567	167.73035569387	137.187003204645	135.298309191857	128.89031040726	151.16706066298	150.122873501681	162.016844028196	129.786813413124	134.363735503753	140.069593761375	150.122873501681	152.218510720348	194.011720513331	124.499833268773	136.23938335403	134.363735503753	130.689552090521	168.897012578931	160.897711938794	150.122873501681	136.23938335403	137.187003204645	152.218510720348	128.89031040726	150.122873501681	134.363735503753	152.218510720348	148.056087539877	137.187003204645	141.043854832206	126.23778617515	137.187003204645	135.298309191857	143.012753673244	147.03338943962	144.007486040168	128.89031040726	143.012753673244	153.277274191223	135.298309191857	152.218510720348	162.016844028196	140.069593761375	173.645353913302	142.024892424684	144.007486040168	124.499833268773	138.141214272567	137.187003204645	140.069593761375	140.069593761375	127.115839415941	145.009137317862	167.73035569387	168.897012578931	143.012753673244	167.73035569387	151.16706066298	156.497955544585	134.363735503753	137.187003204645	195.361178746952	134.363735503753	134.363735503753	171.254727012622	225.971967050408	149.085899067962	128.89031040726
IL4	137.187003204645	286.025507346488	118.603271921967	136.23938335403	148.056087539877	123.63985010238	126.23778617515	123.63985010238	125.365798091127	126.23778617515	139.102062403335	125.365798091127	131.598569811977	125.365798091127	128.89031040726	116.162451880597	130.689552090521	127.115839415941	130.689552090521	139.102062403335	144.007486040168	129.786813413124	147.03338943962	136.23938335403	120.258911899394	128	128.89031040726	121.095378780876	130.689552090521	118.603271921967	115.360059214186	124.499833268773	125.365798091127	134.363735503753	129.786813413124	140.069593761375	125.365798091127	134.363735503753	117.784019279984	131.598569811977	121.937663749624	116.970425629363	125.365798091127	126.23778617515	134.363735503753	122.785807273634	125.365798091127	152.218510720348	121.095378780876	117.784019279984	128	116.162451880597	145.009137317862	132.513910251696	128.89031040726	121.937663749624	120.258911899394	138.141214272567	121.937663749624	140.069593761375	119.428222916711	136.23938335403	130.689552090521	123.63985010238	122.785807273634	126.23778617515	118.603271921967	128	125.365798091127	125.365798091127	116.162451880597	116.970425629363	122.785807273634	132.513910251696	136.23938335403	134.363735503753	131.598569811977	136.23938335403	149.085899067962	119.428222916711	129.786813413124	129.786813413124	133.435617387664	129.786813413124	140.069593761375	123.63985010238	144.007486040168	122.785807273634	130.689552090521	137.187003204645	141.043854832206	116.970425629363	128.89031040726	138.141214272567	137.187003204645	133.435617387664	162.016844028196	124.499833268773	131.598569811977	143.012753673244	144.007486040168	140.069593761375	129.786813413124
IL4R	8719.32053465792	158.68258559219	3666.02269052097	4153.17802921996	2628.45623820883	4269.93975640524	1897.65235075148	4211.15423398325	4770.7487701748	6562.36443721418	6984.7850333631	5113.161928301	4211.15423398325	4576.40811754381	5220.6003294997	8779.96820509731	4938.98886222135	6080.60854529659	3956.47520327617	5556.65132522566	7804.01047997593	4770.7487701748	5184.53900890227	4737.79480127606	5673.40838138235	989.118800819041	4389.98410254866	8902.53199381346	3125.77885995122	3104.18752821329	1144.10202938595	2304.11977664268	3590.57703451048	6517.03487492029	4513.4033546306	5595.300891666	2702.35220126289	2646.73859714558	4182.06566689666	3691.52189485396	3492.39251668155	5113.161928301	1105.12971418053	3281.18221860709	1663.49290773757	4837.34594121536	8135.4137226202	7696.57036156119	5595.300891666	2896.3093757401	3875.05212098804	2977.73571547199	2241.113500182	1758.34201382452	2856.43502868563	3104.18752821329	5442.29709453931	6208.37505642659	8480.89025610857	6295.0407425557	5077.84273895009	4211.15423398325	3258.51743746015	6472.01842678479	5367.37138220386	5113.161928301	3983.99466460072	1964.57291637814	3541.14449943701	3541.14449943701	4182.06566689666	1584.70655338741	3258.51743746015	2556.5809641505	5442.29709453931	6793.78571931191	6038.60671402435	8248.97986606464	9674.69188243071	2876.30310551142	5330.29623989016	5220.6003294997	2048	3147.52037127785	4672.56818019706	5007.93457742671	6122.90252240871	7434.39692035818	3326.98581547514	8192	5113.161928301	5256.91247641765	2418.67297060768	3717.19846017909	4513.4033546306	3821.70313333476	4672.56818019706	6122.90252240871	5673.40838138235	6427.31292997018	3169.41310677482	3821.70313333476	3061.45126120435
IL5	190.019017040518	160.897711938794	168.897012578931	149.085899067962	181.019335983756	168.897012578931	156.497955544585	170.071784204353	171.254727012622	128.89031040726	165.421162321599	146.017755631158	168.897012578931	157.586484908149	147.03338943962	155.416945202566	157.586484908149	147.03338943962	156.497955544585	162.016844028196	171.254727012622	170.071784204353	187.40296908104	165.421162321599	153.277274191223	155.416945202566	149.085899067962	154.343401944417	157.586484908149	164.278514888052	176.069352721887	158.68258559219	156.497955544585	163.143760296866	168.897012578931	126.23778617515	159.786310259406	159.786310259406	158.68258559219	164.278514888052	150.122873501681	148.056087539877	167.73035569387	150.122873501681	172.445897838808	143.012753673244	143.012753673244	155.416945202566	158.68258559219	159.786310259406	159.786310259406	159.786310259406	173.645353913302	140.069593761375	168.897012578931	137.187003204645	164.278514888052	149.085899067962	164.278514888052	137.187003204645	171.254727012622	164.278514888052	172.445897838808	156.497955544585	151.16706066298	157.586484908149	159.786310259406	158.68258559219	151.16706066298	171.254727012622	162.016844028196	155.416945202566	174.853152864563	146.017755631158	154.343401944417	150.122873501681	151.16706066298	188.706459813261	178.527189292852	146.017755631158	152.218510720348	135.298309191857	181.019335983756	164.278514888052	171.254727012622	163.143760296866	157.586484908149	152.218510720348	154.343401944417	167.73035569387	166.571757496567	162.016844028196	142.024892424684	145.009137317862	160.897711938794	137.187003204645	151.16706066298	155.416945202566	158.68258559219	134.363735503753	147.03338943962	172.445897838808	152.218510720348
IL5RA	134.363735503753	129.786813413124	122.785807273634	124.499833268773	139.102062403335	116.970425629363	131.598569811977	124.499833268773	134.363735503753	128	116.162451880597	133.435617387664	135.298309191857	133.435617387664	136.23938335403	130.689552090521	132.513910251696	156.497955544585	134.363735503753	126.23778617515	121.095378780876	125.365798091127	135.298309191857	113.771863189321	124.499833268773	134.363735503753	128.89031040726	132.513910251696	129.786813413124	132.513910251696	136.23938335403	131.598569811977	130.689552090521	132.513910251696	130.689552090521	121.095378780876	128	121.937663749624	123.63985010238	128	121.095378780876	126.23778617515	140.069593761375	131.598569811977	141.043854832206	131.598569811977	147.03338943962	125.365798091127	123.63985010238	128	128.89031040726	129.786813413124	145.009137317862	145.009137317862	113.771863189321	128.89031040726	136.23938335403	133.435617387664	123.63985010238	125.365798091127	144.007486040168	116.162451880597	131.598569811977	134.363735503753	133.435617387664	117.784019279984	129.786813413124	129.786813413124	134.363735503753	128.89031040726	120.258911899394	122.785807273634	128	121.937663749624	148.056087539877	120.258911899394	154.343401944417	134.363735503753	150.122873501681	121.937663749624	136.23938335403	123.63985010238	129.786813413124	135.298309191857	128.89031040726	119.428222916711	129.786813413124	134.363735503753	126.23778617515	147.03338943962	134.363735503753	141.043854832206	148.056087539877	137.187003204645	128.89031040726	168.897012578931	121.095378780876	123.63985010238	121.937663749624	133.435617387664	119.428222916711	125.365798091127	114.56320907878
IL7	158.68258559219	153.277274191223	155.416945202566	190.019017040518	165.421162321599	151.16706066298	144.007486040168	153.277274191223	166.571757496567	137.187003204645	129.786813413124	151.16706066298	132.513910251696	183.546271746026	170.071784204353	195.361178746952	210.839300420499	171.254727012622	148.056087539877	134.363735503753	187.40296908104	259.573626826247	152.218510720348	150.122873501681	156.497955544585	134.363735503753	172.445897838808	198.088319173426	195.361178746952	181.019335983756	210.839300420499	147.03338943962	158.68258559219	179.768944094464	154.343401944417	128.89031040726	170.071784204353	143.012753673244	146.017755631158	137.187003204645	164.278514888052	157.586484908149	131.598569811977	153.277274191223	144.007486040168	173.645353913302	187.40296908104	173.645353913302	167.73035569387	286.025507346488	137.187003204645	148.056087539877	143.012753673244	178.527189292852	222.860944203808	148.056087539877	143.012753673244	130.689552090521	245.571614547268	170.071784204353	173.645353913302	164.278514888052	147.03338943962	130.689552090521	131.598569811977	155.416945202566	247.279700204761	148.056087539877	176.069352721887	190.019017040518	298.171798135925	139.102062403335	139.102062403335	190.019017040518	132.513910251696	152.218510720348	179.768944094464	150.122873501681	179.768944094464	205.073888662943	192.671583668617	167.73035569387	136.23938335403	237.206543843935	162.016844028196	184.82293702688	156.497955544585	139.102062403335	202.250575837025	132.513910251696	136.23938335403	144.007486040168	149.085899067962	221.321531214813	199.466132393088	128.89031040726	187.40296908104	136.23938335403	230.720118428372	138.141214272567	119.428222916711	184.82293702688	129.786813413124
IL7R	205.073888662943	407.314679682518	1002.92638472901	174.853152864563	188.706459813261	235.568038559968	210.839300420499	198.088319173426	227.543726378642	177.294011918198	178.527189292852	157.586484908149	224.411064656905	181.019335983756	157.586484908149	184.82293702688	233.940851258727	390.722357493903	218.274532292597	229.126418157561	328.557029776103	205.073888662943	243.875327499248	187.40296908104	257.78062081452	146.017755631158	337.794025157861	177.294011918198	173.645353913302	266.871234775327	198.088319173426	174.853152864563	284.049784849368	831.746453868785	190.019017040518	250.731596182253	340.143568408707	224.411064656905	621.667780810264	215.269482304951	596.34359627185	278.204124806671	192.671583668617	268.727471007505	178.527189292852	183.546271746026	225.971967050408	166.571757496567	227.543726378642	252.4755723503	199.466132393088	172.445897838808	342.509454025245	218.274532292597	198.088319173426	224.411064656905	192.671583668617	306.554548382446	173.645353913302	312.995911089169	929.299615044772	195.361178746952	464.649807522386	464.649807522386	385.343167337233	188.706459813261	225.971967050408	203.657339841259	975.501309996992	257.78062081452	198.088319173426	224.411064656905	302.33412132596	179.768944094464	232.324903761193	209.382926990792	160.897711938794	576.02994416067	342.509454025245	198.088319173426	259.573626826247	319.572620518813	321.795423877588	192.671583668617	187.40296908104	176.069352721887	328.557029776103	1024	433.533599929614	398.932264786176	458.252836315122	744.433928867999	948.82617537574	242.190757561753	1024	254.231678831881	298.171798135925	385.343167337233	294.066778879241	248.999666537545	266.871234775327	218.274532292597	177.294011918198
IL9	136.23938335403	265.027820503393	116.162451880597	134.363735503753	101.82866992063	128	130.689552090521	102.536944331472	125.365798091127	119.428222916711	115.360059214186	127.115839415941	121.095378780876	132.513910251696	115.360059214186	110.660765607407	128	128	121.095378780876	117.784019279984	114.56320907878	130.689552090521	115.360059214186	120.258911899394	147.03338943962	129.786813413124	112.205532328452	119.428222916711	123.63985010238	109.896375864033	125.365798091127	136.23938335403	128	139.102062403335	120.258911899394	128	119.428222916711	130.689552090521	126.23778617515	137.187003204645	114.56320907878	123.63985010238	130.689552090521	123.63985010238	119.428222916711	127.115839415941	144.007486040168	118.603271921967	121.095378780876	114.56320907878	113.771863189321	117.784019279984	109.137266146298	124.499833268773	112.985983525204	122.785807273634	120.258911899394	109.896375864033	117.784019279984	137.187003204645	125.365798091127	121.095378780876	127.115839415941	125.365798091127	128	126.23778617515	114.56320907878	134.363735503753	128	128	140.069593761375	125.365798091127	128.89031040726	122.785807273634	116.162451880597	121.937663749624	122.785807273634	131.598569811977	133.435617387664	123.63985010238	134.363735503753	120.258911899394	123.63985010238	129.786813413124	124.499833268773	114.56320907878	120.258911899394	128.89031040726	120.258911899394	121.937663749624	153.277274191223	119.428222916711	127.115839415941	116.162451880597	120.258911899394	109.896375864033	118.603271921967	105.419650210249	122.785807273634	112.985983525204	116.970425629363	128.89031040726	103.968306733598
IRF8	183.546271746026	1168.14204504927	661.684649286396	233.940851258727	153.277274191223	278.204124806671	215.269482304951	342.509454025245	455.087452757284	501.463192364507	158.68258559219	179.768944094464	212.305803728497	257.78062081452	224.411064656905	304.437021440697	237.206543843935	564.175419328825	232.324903761193	286.025507346488	354.588023836397	442.643062429627	230.720118428372	354.588023836397	256	181.019335983756	306.554548382446	176.069352721887	252.4755723503	377.412919626522	215.269482304951	195.361178746952	544.95753341612	398.932264786176	243.875327499248	187.40296908104	212.305803728497	288.014972080335	451.943934100815	333.143514993135	448.82212931381	250.731596182253	218.274532292597	256	181.019335983756	270.596618383713	196.720023204866	154.343401944417	237.206543843935	467.881702517453	190.019017040518	265.027820503393	560.278375045499	349.706305729125	179.768944094464	326.287520593731	256	280.139187522749	424.611607456994	439.58550345613	1002.92638472901	230.720118428372	522.758208362083	349.706305729125	390.722357493903	205.073888662943	424.611607456994	268.727471007505	1924.1425903903	382.681407650544	254.231678831881	398.932264786176	310.833890405132	268.727471007505	248.999666537545	202.250575837025	282.087709664412	464.649807522386	501.463192364507	276.282428545133	349.706305729125	337.794025157861	288.014972080335	306.554548382446	537.454942015011	207.936613467196	276.282428545133	300.245747003361	580.036549271449	312.995911089169	504.9511447006	388.023441026662	666.28702998627	263.197139623953	657.114059552207	344.891795677617	298.171798135925	421.678600840998	230.720118428372	296.112175079754	235.568038559968	374.80593816208	213.782507373663
ITK	105.419650210249	105.419650210249	245.571614547268	111.430472101904	141.043854832206	148.056087539877	152.218510720348	139.102062403335	138.141214272567	132.513910251696	106.891253686831	115.360059214186	140.069593761375	130.689552090521	128.89031040726	139.102062403335	121.937663749624	190.019017040518	166.571757496567	149.085899067962	202.250575837025	198.088319173426	131.598569811977	128	140.069593761375	131.598569811977	158.68258559219	110.660765607407	139.102062403335	159.786310259406	165.421162321599	142.024892424684	142.024892424684	290.018274635724	148.056087539877	129.786813413124	166.571757496567	170.071784204353	179.768944094464	126.23778617515	202.250575837025	144.007486040168	150.122873501681	188.706459813261	124.499833268773	124.499833268773	163.143760296866	127.115839415941	137.187003204645	203.657339841259	112.985983525204	124.499833268773	215.269482304951	216.766799964807	127.115839415941	195.361178746952	125.365798091127	139.102062403335	154.343401944417	137.187003204645	512	147.03338943962	374.80593816208	179.768944094464	142.024892424684	152.218510720348	221.321531214813	142.024892424684	401.707058123136	224.411064656905	181.019335983756	173.645353913302	174.853152864563	106.891253686831	125.365798091127	151.16706066298	146.017755631158	290.018274635724	191.340703825272	142.024892424684	183.546271746026	198.088319173426	151.16706066298	140.069593761375	126.23778617515	126.23778617515	190.019017040518	436.549064585194	235.568038559968	240.517823798787	131.598569811977	137.187003204645	487.750654998496	163.143760296866	359.537888188927	157.586484908149	135.298309191857	156.497955544585	141.043854832206	137.187003204645	133.435617387664	162.016844028196	130.689552090521
KCNA3	141.043854832206	140.069593761375	154.343401944417	157.586484908149	157.586484908149	135.298309191857	139.102062403335	136.23938335403	133.435617387664	147.03338943962	146.017755631158	132.513910251696	136.23938335403	136.23938335403	155.416945202566	141.043854832206	160.897711938794	126.23778617515	145.009137317862	133.435617387664	158.68258559219	140.069593761375	133.435617387664	135.298309191857	129.786813413124	149.085899067962	146.017755631158	131.598569811977	133.435617387664	134.363735503753	121.095378780876	141.043854832206	142.024892424684	155.416945202566	142.024892424684	146.017755631158	136.23938335403	150.122873501681	141.043854832206	128.89031040726	149.085899067962	143.012753673244	137.187003204645	141.043854832206	150.122873501681	136.23938335403	132.513910251696	128.89031040726	128	151.16706066298	140.069593761375	151.16706066298	125.365798091127	146.017755631158	157.586484908149	151.16706066298	144.007486040168	141.043854832206	132.513910251696	147.03338943962	158.68258559219	133.435617387664	154.343401944417	140.069593761375	139.102062403335	146.017755631158	132.513910251696	137.187003204645	145.009137317862	137.187003204645	165.421162321599	148.056087539877	138.141214272567	138.141214272567	156.497955544585	143.012753673244	128.89031040726	140.069593761375	141.043854832206	145.009137317862	156.497955544585	134.363735503753	151.16706066298	141.043854832206	145.009137317862	143.012753673244	130.689552090521	136.23938335403	158.68258559219	163.143760296866	141.043854832206	144.007486040168	149.085899067962	164.278514888052	155.416945202566	139.102062403335	149.085899067962	153.277274191223	143.012753673244	156.497955544585	158.68258559219	142.024892424684	156.497955544585
KCNG2	116.162451880597	165.421162321599	120.258911899394	135.298309191857	122.785807273634	126.23778617515	121.095378780876	132.513910251696	129.786813413124	128	133.435617387664	116.970425629363	128.89031040726	119.428222916711	121.095378780876	122.785807273634	128.89031040726	129.786813413124	121.095378780876	116.970425629363	129.786813413124	127.115839415941	133.435617387664	126.23778617515	128	129.786813413124	126.23778617515	120.258911899394	131.598569811977	121.095378780876	122.785807273634	121.937663749624	114.56320907878	133.435617387664	124.499833268773	142.024892424684	130.689552090521	125.365798091127	131.598569811977	154.343401944417	119.428222916711	118.603271921967	124.499833268773	123.63985010238	131.598569811977	124.499833268773	119.428222916711	122.785807273634	120.258911899394	126.23778617515	126.23778617515	122.785807273634	128.89031040726	125.365798091127	120.258911899394	125.365798091127	130.689552090521	121.095378780876	116.970425629363	138.141214272567	119.428222916711	122.785807273634	131.598569811977	140.069593761375	127.115839415941	128.89031040726	133.435617387664	117.784019279984	121.937663749624	124.499833268773	119.428222916711	117.784019279984	121.095378780876	127.115839415941	125.365798091127	116.970425629363	132.513910251696	139.102062403335	139.102062403335	119.428222916711	116.162451880597	134.363735503753	120.258911899394	124.499833268773	127.115839415941	123.63985010238	128	123.63985010238	125.365798091127	128.89031040726	127.115839415941	116.162451880597	126.23778617515	144.007486040168	135.298309191857	135.298309191857	131.598569811977	123.63985010238	121.937663749624	121.095378780876	133.435617387664	130.689552090521	121.095378780876
